id,fecha_entrega,fecha_ultima,fecha_penultima,fecha_antepenultima,kms_ultima,kms_penultima,kms_antepenultima,dias_para_5000
1,0000-00-00,2015-07-21,0000-00-00,0000-00-00,20301,0,0,1
2,0000-00-00,2018-09-11,0000-00-00,0000-00-00,1,0,0,1
3,0000-00-00,2018-04-12,0000-00-00,0000-00-00,11,0,0,0
4,0000-00-00,2019-07-16,2019-07-04,2019-06-21,6,5,3,1
5,0000-00-00,2019-01-02,0000-00-00,0000-00-00,27,0,0,0
6,0000-00-00,2018-06-01,0000-00-00,0000-00-00,139732,0,0,0
7,0000-00-00,2017-01-13,2016-09-27,2016-02-23,20911,16400,5801,1
8,0000-00-00,2017-06-08,2016-12-30,0000-00-00,126996,126995,0,1
9,0000-00-00,2016-08-30,0000-00-00,0000-00-00,7,0,0,1
10,0000-00-00,2016-08-30,0000-00-00,0000-00-00,4,0,0,0
11,0000-00-00,2016-08-30,0000-00-00,0000-00-00,5,0,0,1
12,0000-00-00,2021-09-24,0000-00-00,0000-00-00,1,0,0,1
13,0000-00-00,2019-03-27,2019-03-07,0000-00-00,6,5,0,1
14,0000-00-00,2015-01-19,0000-00-00,0000-00-00,5,0,0,0
15,0000-00-00,2017-04-06,2016-07-28,2016-07-27,16,2,1,0
16,0000-00-00,2016-09-06,2015-12-14,2015-11-12,23120,25806,22100,0
17,0000-00-00,2019-01-26,2018-07-28,2018-03-27,201,200,100,1
18,0000-00-00,2015-10-20,0000-00-00,0000-00-00,865,0,0,0
19,0000-00-00,2018-08-23,0000-00-00,0000-00-00,14,0,0,0
20,0000-00-00,2019-06-28,0000-00-00,0000-00-00,20,0,0,1
21,0000-00-00,2016-02-10,0000-00-00,0000-00-00,1084,0,0,0
22,0000-00-00,2015-12-21,0000-00-00,0000-00-00,2,0,0,0
23,0000-00-00,2016-03-22,2015-12-14,2015-04-30,3200,3000,2900,1
24,0000-00-00,2021-05-26,0000-00-00,0000-00-00,9,0,0,1
25,0000-00-00,2018-06-18,0000-00-00,0000-00-00,88746,0,0,0
26,0000-00-00,2019-08-13,2019-08-09,0000-00-00,3,2,0,1
27,0000-00-00,2019-07-03,0000-00-00,0000-00-00,13,0,0,1
28,0000-00-00,2015-08-08,2015-03-16,0000-00-00,5546,1,0,0
29,0000-00-00,2019-12-05,0000-00-00,0000-00-00,2,0,0,0
30,0000-00-00,2017-07-19,0000-00-00,0000-00-00,21,0,0,0
31,0000-00-00,2019-12-11,0000-00-00,0000-00-00,7,0,0,1
32,0000-00-00,2021-09-03,2021-08-26,0000-00-00,2,1,0,0
33,0000-00-00,2020-10-21,0000-00-00,0000-00-00,1,0,0,0
34,0000-00-00,2021-08-21,0000-00-00,0000-00-00,8,0,0,1
35,0000-00-00,2020-01-28,0000-00-00,0000-00-00,3,0,0,0
36,0000-00-00,2019-01-14,2018-12-24,0000-00-00,3,2,0,1
37,0000-00-00,2019-01-14,0000-00-00,0000-00-00,6,0,0,1
38,0000-00-00,2015-07-22,0000-00-00,0000-00-00,50,0,0,1
39,0000-00-00,2019-01-14,2018-12-26,0000-00-00,11,10,0,1
40,0000-00-00,2016-11-02,0000-00-00,0000-00-00,1,0,0,1
41,2015-12-30,2016-11-17,2016-10-20,2015-12-23,22913,20218,1,1
42,0000-00-00,2016-04-11,0000-00-00,0000-00-00,1,0,0,0
43,0000-00-00,2017-12-06,0000-00-00,0000-00-00,5758,0,0,1
44,0000-00-00,2016-07-22,0000-00-00,0000-00-00,31120,0,0,1
45,0000-00-00,2018-04-19,0000-00-00,0000-00-00,385,0,0,1
46,0000-00-00,2019-07-26,2019-07-22,0000-00-00,15,14,0,1
47,0000-00-00,2021-05-18,0000-00-00,0000-00-00,11,0,0,0
48,0000-00-00,2018-11-19,2018-10-10,0000-00-00,15,248,0,0
49,0000-00-00,2015-12-15,0000-00-00,0000-00-00,17217,0,0,0
50,0000-00-00,2016-10-03,2016-09-06,2016-01-15,50556,44800,4965,1
51,0000-00-00,2016-03-09,0000-00-00,0000-00-00,1,0,0,0
52,0000-00-00,2023-07-18,2023-06-26,2023-05-12,34955,30304,20715,1
53,0000-00-00,2018-06-27,2018-06-26,0000-00-00,26,24,0,0
54,0000-00-00,2016-12-20,0000-00-00,0000-00-00,61312,0,0,0
55,0000-00-00,2017-09-06,0000-00-00,0000-00-00,2,0,0,1
56,0000-00-00,2017-09-06,0000-00-00,0000-00-00,2,0,0,0
57,0000-00-00,2017-09-06,0000-00-00,0000-00-00,2,0,0,0
58,0000-00-00,2019-07-23,0000-00-00,0000-00-00,95000,0,0,1
59,0000-00-00,2016-03-23,2016-03-16,0000-00-00,18,18,0,0
60,0000-00-00,2015-07-08,0000-00-00,0000-00-00,60110,0,0,0
61,0000-00-00,2015-05-11,0000-00-00,0000-00-00,69384,0,0,0
62,0000-00-00,2018-07-16,2018-04-26,2018-04-05,61687,50245,47258,0
63,0000-00-00,2020-01-22,0000-00-00,0000-00-00,12,0,0,1
64,0000-00-00,2020-03-12,0000-00-00,0000-00-00,14,0,0,1
65,0000-00-00,2021-06-30,2021-05-24,0000-00-00,10,9,0,1
66,0000-00-00,2019-08-12,0000-00-00,0000-00-00,20,0,0,1
67,0000-00-00,2019-10-25,0000-00-00,0000-00-00,60,0,0,1
68,0000-00-00,2016-05-24,0000-00-00,0000-00-00,12546,0,0,0
69,0000-00-00,2017-05-05,2017-02-16,2017-01-16,52666,51365,46107,0
70,0000-00-00,2019-07-26,2019-07-22,0000-00-00,6,4,0,1
71,0000-00-00,2022-02-15,2021-12-11,0000-00-00,3,2,0,1
72,0000-00-00,2022-04-18,2021-12-11,0000-00-00,3,2,0,1
73,0000-00-00,2015-07-22,0000-00-00,0000-00-00,50,0,0,0
74,0000-00-00,2021-12-29,2021-12-11,0000-00-00,3,2,0,0
75,0000-00-00,2022-04-18,2021-12-11,0000-00-00,4,2,0,1
76,0000-00-00,2017-01-25,0000-00-00,0000-00-00,26360,0,0,0
77,0000-00-00,2022-04-18,2021-12-11,0000-00-00,4,2,0,0
78,2013-07-12,2015-01-21,0000-00-00,0000-00-00,108519,0,0,0
79,0000-00-00,2022-10-05,2022-06-08,2022-02-15,54164,5,3,0
80,0000-00-00,2021-12-11,0000-00-00,0000-00-00,2,0,0,1
81,0000-00-00,2017-06-14,0000-00-00,0000-00-00,233195,0,0,0
82,0000-00-00,2019-04-09,0000-00-00,0000-00-00,3,0,0,0
83,0000-00-00,2015-08-31,0000-00-00,0000-00-00,5316,0,0,0
84,0000-00-00,2018-06-06,0000-00-00,0000-00-00,2,0,0,0
85,0000-00-00,2021-09-14,0000-00-00,0000-00-00,874,0,0,1
86,0000-00-00,2018-08-09,0000-00-00,0000-00-00,1,0,0,0
87,0000-00-00,2016-08-22,2016-08-05,2016-06-11,18,17,16,1
88,0000-00-00,2018-09-18,2018-08-29,0000-00-00,22,21,0,1
89,2012-02-11,2015-12-29,0000-00-00,0000-00-00,34231,0,0,1
90,0000-00-00,2015-07-13,0000-00-00,0000-00-00,10403,0,0,0
91,0000-00-00,2015-07-02,0000-00-00,0000-00-00,1200,0,0,0
92,0000-00-00,2015-07-13,0000-00-00,0000-00-00,7850,0,0,1
93,0000-00-00,2015-04-17,0000-00-00,0000-00-00,1,0,0,0
94,0000-00-00,2015-09-23,0000-00-00,0000-00-00,73,0,0,1
95,0000-00-00,2018-04-07,0000-00-00,0000-00-00,3,0,0,1
96,0000-00-00,2017-05-26,0000-00-00,0000-00-00,9,0,0,1
97,0000-00-00,2015-08-21,2015-06-24,0000-00-00,10902,7534,0,0
98,0000-00-00,2016-06-14,0000-00-00,0000-00-00,1,0,0,1
99,0000-00-00,2021-05-22,2021-05-21,0000-00-00,12,2,0,0
100,0000-00-00,2020-06-30,2020-06-23,0000-00-00,27,26,0,1
101,0000-00-00,2018-07-16,0000-00-00,0000-00-00,10,0,0,0
102,0000-00-00,2021-09-29,0000-00-00,0000-00-00,857,0,0,1
103,0000-00-00,2020-12-21,0000-00-00,0000-00-00,12500,0,0,1
104,0000-00-00,2021-02-17,0000-00-00,0000-00-00,45717,0,0,1
105,0000-00-00,2018-04-20,2017-10-12,2017-10-11,4,3,2,0
106,0000-00-00,2021-08-10,0000-00-00,0000-00-00,1,0,0,1
107,0000-00-00,2019-02-04,0000-00-00,0000-00-00,29504,0,0,1
108,0000-00-00,2021-08-10,0000-00-00,0000-00-00,1,0,0,1
109,0000-00-00,2020-12-30,0000-00-00,0000-00-00,2,0,0,0
110,0000-00-00,2020-11-30,0000-00-00,0000-00-00,8,0,0,0
111,0000-00-00,2017-01-13,0000-00-00,0000-00-00,4,0,0,0
112,0000-00-00,2019-09-10,0000-00-00,0000-00-00,122196,0,0,0
113,0000-00-00,2020-09-18,0000-00-00,0000-00-00,54939,0,0,1
114,0000-00-00,2019-10-21,0000-00-00,0000-00-00,6520,0,0,0
115,0000-00-00,2019-12-03,0000-00-00,0000-00-00,18000,0,0,0
116,0000-00-00,2017-09-06,0000-00-00,0000-00-00,2,0,0,0
117,2016-02-02,2016-02-02,2015-11-03,0000-00-00,5,1,0,1
118,0000-00-00,2018-08-29,0000-00-00,0000-00-00,21,0,0,0
119,0000-00-00,2021-06-04,2021-04-07,2021-02-05,4,3,2,1
120,0000-00-00,2019-08-01,0000-00-00,0000-00-00,78500,0,0,0
121,0000-00-00,2017-07-07,0000-00-00,0000-00-00,11,0,0,1
122,0000-00-00,2017-06-07,0000-00-00,0000-00-00,2,0,0,1
123,0000-00-00,2015-12-21,0000-00-00,0000-00-00,87458,0,0,1
124,0000-00-00,2019-05-24,0000-00-00,0000-00-00,6525,0,0,0
125,0000-00-00,2021-02-22,0000-00-00,0000-00-00,1,0,0,1
126,0000-00-00,2018-10-17,2016-09-12,2016-04-07,76899,37912,32484,0
127,0000-00-00,2021-12-14,0000-00-00,0000-00-00,52340,0,0,0
128,0000-00-00,2015-08-21,2015-08-19,0000-00-00,61105,60986,0,0
129,0000-00-00,2015-07-30,0000-00-00,0000-00-00,50000,0,0,1
130,0000-00-00,2019-06-07,2019-04-23,2019-03-18,6123,6122,6121,0
131,0000-00-00,2016-04-08,2016-04-06,2016-02-20,151006,151000,150000,0
132,0000-00-00,2017-07-13,2016-08-12,2016-03-03,49617,41496,37239,1
133,0000-00-00,2016-01-19,2016-01-15,0000-00-00,243618,185400,0,0
134,0000-00-00,2019-09-18,2019-09-03,0000-00-00,96887,96352,0,0
135,0000-00-00,2016-08-08,0000-00-00,0000-00-00,135000,0,0,0
136,2008-10-11,2019-05-25,2017-02-14,2016-09-10,126658,105264,103300,0
137,0000-00-00,2021-06-28,2021-06-21,2019-12-19,138377,138219,116377,1
138,0000-00-00,2021-11-11,2021-03-20,2019-04-01,218511,215840,206539,1
139,0000-00-00,2020-12-17,0000-00-00,0000-00-00,110000,0,0,1
140,0000-00-00,2016-05-31,2016-01-18,2015-10-14,120756,117902,114843,0
141,0000-00-00,2016-03-28,2016-02-27,0000-00-00,130447,124960,0,0
142,0000-00-00,2023-07-31,0000-00-00,0000-00-00,113191,0,0,1
143,2008-12-13,2023-06-08,2017-10-23,0000-00-00,137739,84425,0,1
144,2008-12-03,2023-09-14,2023-03-30,2022-09-15,150900,125832,121000,0
145,2008-12-20,2015-06-11,0000-00-00,0000-00-00,120272,0,0,1
146,0000-00-00,2020-03-02,0000-00-00,0000-00-00,84643,0,0,1
147,0000-00-00,2019-07-29,2019-04-08,2019-03-01,49610,48322,47976,1
148,0000-00-00,2017-10-09,0000-00-00,0000-00-00,108745,0,0,1
149,0000-00-00,2022-07-18,2022-06-14,0000-00-00,25001,25000,0,0
150,2009-02-07,2021-07-06,0000-00-00,0000-00-00,22559,0,0,0
151,2009-02-07,2023-11-01,2023-06-05,2023-01-20,106971,104953,103054,0
152,0000-00-00,2018-04-10,2016-08-03,2016-07-30,152751,125766,125634,1
153,2009-02-12,2016-07-18,0000-00-00,0000-00-00,37695,0,0,0
154,2009-02-14,2017-07-25,0000-00-00,0000-00-00,168884,0,0,1
155,0000-00-00,2015-02-24,0000-00-00,0000-00-00,81815,0,0,0
156,2009-04-24,2018-11-06,2018-07-18,2017-07-17,80674,76857,65476,1
157,0000-00-00,2015-06-01,0000-00-00,0000-00-00,56771,0,0,0
158,0000-00-00,2016-05-20,0000-00-00,0000-00-00,5,0,0,0
159,2009-08-18,2015-10-28,0000-00-00,0000-00-00,76410,0,0,1
160,2009-08-10,2023-08-23,2023-07-17,2017-05-25,206822,206807,147861,0
161,0000-00-00,2017-11-20,0000-00-00,0000-00-00,14444,0,0,1
162,0000-00-00,2015-01-26,0000-00-00,0000-00-00,82547,0,0,1
163,2009-09-09,2015-08-20,0000-00-00,0000-00-00,31986,0,0,1
164,2009-09-09,2017-07-24,2017-02-17,2015-09-26,143000,135051,116575,1
165,0000-00-00,2017-03-28,0000-00-00,0000-00-00,77186,0,0,0
166,0000-00-00,2017-02-04,2017-01-28,2016-08-27,72678,72378,67270,1
167,0000-00-00,2015-09-17,2015-03-16,2015-01-06,313422,313420,308420,0
